#            1 - s            2 - Rx            3 - Ry            4 - Rz            5 - Px            6 - Py            7 - Pz           8 - Efx           9 - Efy          10 - Efz          11 - Bfx          12 - Bfy          13 - Bfz         14 - Ekin            15 - t
        0.32151147                 0                 0        0.32151147                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.017326375        0.75023665           1.23025	SOL1, COL, 
        0.32425231                 0                 0        0.32425231                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.016113794        0.75023665           1.24025	SOL1, COL, 
        0.32699316                 0                 0        0.32699316                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.014980219        0.75023665           1.25025	SOL1, COL, 
          0.329734                 0                 0          0.329734                 0                 0         2.2565228                 0                 0                 0                 0                 0        0.01392238        0.75023665           1.26025	SOL1, COL, 
        0.33247484                 0                 0        0.33247484                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.012936842        0.75023665           1.27025	SOL1, COL, 
        0.33521569                 0                 0        0.33521569                 0                 0         2.2565228                 0                 0                 0                 0                 0        0.01201976        0.75023665           1.28025	SOL1, COL, 
        0.33795653                 0                 0        0.33795653                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.011167061        0.75023665           1.29025	SOL1, COL, 
        0.34069737                 0                 0        0.34069737                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.010374838        0.75023665           1.30025	SOL1, COL, 
        0.34343822                 0                 0        0.34343822                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0096393462        0.75023665           1.31025	SOL1, COL, 
        0.34617906                 0                 0        0.34617906                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0089569227        0.75023665           1.32025	SOL1, COL, 
         0.3489199                 0                 0         0.3489199                 0                 0         2.2565228                 0                 0                 0                 0                 0       0.008324022        0.75023665           1.33025	SOL1, COL, 
        0.35166075                 0                 0        0.35166075                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0077371888        0.75023665           1.34025	SOL1, COL, 
        0.35440159                 0                 0        0.35440159                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0071931771        0.75023665           1.35025	SOL1, COL, 
        0.35714244                 0                 0        0.35714244                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0066888589        0.75023665           1.36025	SOL1, COL, 
        0.35988328                 0                 0        0.35988328                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0062214926        0.75023665           1.37025	SOL1, COL, 
        0.36262412                 0                 0        0.36262412                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0057884495        0.75023665           1.38025	SOL1, COL, 
        0.36536497                 0                 0        0.36536497                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0053871163        0.75023665           1.39025	SOL1, COL, 
        0.36810581                 0                 0        0.36810581                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0050149098        0.75023665           1.40025	SOL1, COL, 
        0.37084665                 0                 0        0.37084665                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0046696224        0.75023665           1.41025	SOL1, COL, 
         0.3735875                 0                 0         0.3735875                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0043493559        0.75023665           1.42025	SOL1, COL, 
        0.37632834                 0                 0        0.37632834                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0040522547        0.75023665           1.43025	SOL1, COL, 
        0.37906918                 0                 0        0.37906918                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0037765083        0.75023665           1.44025	SOL1, COL, 
        0.38181003                 0                 0        0.38181003                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0035204083        0.75023665           1.45025	SOL1, COL, 
        0.38455087                 0                 0        0.38455087                 0                 0         2.2565228                 0                 0                 0                 0                 0      0.0032824685        0.75023665           1.46025	SOL1, COL, 
